timestamp,frame_index,structural_dx_pixels,structural_dy_pixels,structural_displacement_pixels,velocity_x_pixels_s,velocity_y_pixels_s,velocity_magnitude_pixels_s,acceleration_x_pixels_s2,acceleration_y_pixels_s2,acceleration_magnitude_pixels_s2,optical_dominant_frequency_hz,valid_feature_count,tracking_quality,camera_fps
104221.9065,18,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,27.4797
104221.9384,19,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,27.6691
104221.9705,20,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,27.8333
104222.0011,21,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.0395
104222.0334,22,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.1673
104222.0632,23,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.3728
104222.0937,24,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.5389
104222.1259,25,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.6353
104222.1725,26,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.2593
104222.2077,27,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.2647
104222.2363,28,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.4650
104222.2638,29,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.6901
104222.2976,30,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,28.7200
104222.3276,31,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,19,GOOD,31.1658
104222.3593,32,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9041,19,GOOD,31.4370
104222.4034,33,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8692,19,GOOD,31.0417
104222.4377,34,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8441,19,GOOD,30.2317
104222.4704,35,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8215,19,GOOD,29.9198
104222.5004,36,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8017,19,GOOD,30.0276
104222.5283,37,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7844,19,GOOD,30.2910
104222.5595,38,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7657,19,GOOD,30.1581
104222.5947,39,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7456,19,GOOD,30.5246
104222.6233,40,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7301,19,GOOD,30.5906
104222.6552,41,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7135,19,GOOD,30.5180
104222.6865,42,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6979,19,GOOD,30.4792
104222.7389,43,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6731,19,GOOD,29.8107
104222.7705,44,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6591,19,GOOD,29.8607
104222.8011,45,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6461,19,GOOD,29.8055
104222.8287,46,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6349,19,GOOD,30.4166
104222.8613,47,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6220,19,GOOD,30.3711
104222.8915,48,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6106,19,GOOD,30.4252
104222.9241,49,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5987,19,GOOD,30.4102
104222.9549,50,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5879,19,GOOD,30.4046
104222.9866,51,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5771,19,GOOD,30.4216
104223.0181,52,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5668,19,GOOD,30.3711
104223.0617,53,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5531,19,GOOD,29.9582
104223.0935,54,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5436,19,GOOD,29.9730
104223.1250,55,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5344,19,GOOD,30.4454
104223.1573,56,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5254,19,GOOD,30.5394
104223.1878,57,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5171,19,GOOD,30.4787
104223.2199,58,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5086,19,GOOD,30.3294
104223.2518,59,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5005,19,GOOD,30.3897
104223.3021,60,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9764,19,GOOD,29.7607
104223.3264,61,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9650,19,GOOD,29.9869
104223.3550,62,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9519,19,GOOD,30.4761
104223.3859,63,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9381,19,GOOD,30.5828
104223.4183,64,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9241,19,GOOD,30.5912
104223.4491,65,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9111,19,GOOD,30.5689
104223.4834,66,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8971,19,GOOD,30.3619
104223.5114,67,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8860,19,GOOD,30.4638
104223.5615,68,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8667,19,GOOD,29.9942
104223.5915,69,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8556,19,GOOD,29.9525
104223.6216,70,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8447,19,GOOD,30.0090
104223.6515,71,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8342,19,GOOD,30.0515
104223.6859,72,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8224,19,GOOD,30.6225
104223.7179,73,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8117,19,GOOD,30.6086
104223.7492,74,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2023,19,GOOD,30.5885
104223.7804,75,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1875,19,GOOD,30.4732
104223.8119,76,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1729,19,GOOD,30.5080
104223.8566,77,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1527,19,GOOD,30.0506
104223.8865,78,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1396,19,GOOD,30.1338
104223.9177,79,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1263,19,GOOD,30.1218
104223.9510,80,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1124,19,GOOD,30.0712
104223.9808,81,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1003,19,GOOD,30.1233
104224.0142,82,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0869,19,GOOD,30.4477
104224.0418,83,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0762,19,GOOD,30.5813
104224.0726,84,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0645,19,GOOD,30.6041
104224.1234,85,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0455,19,GOOD,30.0157
104224.1541,86,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0345,19,GOOD,30.0132
104224.1859,87,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0233,19,GOOD,30.0201
104224.2182,88,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0121,19,GOOD,30.0108
104224.2538,89,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0001,19,GOOD,30.4717
104224.2807,90,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9912,19,GOOD,30.3887
104224.3098,91,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9818,19,GOOD,30.3726
104224.3364,92,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9734,19,GOOD,30.5092
104224.3674,93,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9637,19,GOOD,30.5550
104224.4141,94,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9494,19,GOOD,30.0539
104224.4501,95,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9387,19,GOOD,29.9998
104224.4794,96,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9302,19,GOOD,29.9606
104224.5074,97,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9222,19,GOOD,30.6592
104224.5375,98,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9137,19,GOOD,30.6531
104224.5693,99,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9050,19,GOOD,30.6020
104224.5994,100,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8969,19,GOOD,30.5959
104224.6469,101,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8843,19,GOOD,30.1786
104224.6780,102,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8762,19,GOOD,30.2073
104224.7074,103,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8688,19,GOOD,30.2661
104224.7393,104,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8608,19,GOOD,30.2427
104224.7730,105,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8526,19,GOOD,30.1721
104224.8051,106,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8449,19,GOOD,30.5732
104224.8330,107,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8383,19,GOOD,30.6388
104224.8647,108,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8310,19,GOOD,30.6213
104224.9075,109,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8212,19,GOOD,30.3189
104224.9506,110,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8116,19,GOOD,29.9021
104224.9746,111,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8064,19,GOOD,30.1958
104225.0057,112,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7997,19,GOOD,30.0841
104225.0355,113,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7934,19,GOOD,30.1169
104225.0692,114,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7864,19,GOOD,30.6618
104225.0990,115,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7803,19,GOOD,30.6892
104225.1318,116,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7737,19,GOOD,30.6607
104225.1617,117,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7678,19,GOOD,30.7362
104225.2085,118,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7587,19,GOOD,30.3739
104225.2435,119,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7520,19,GOOD,30.1212
104225.2776,120,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7457,19,GOOD,29.9653
104225.3041,121,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7408,19,GOOD,29.9682
104225.3329,122,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9808,19,GOOD,30.0388
104225.3646,123,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9732,19,GOOD,30.5094
104225.3977,124,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9654,19,GOOD,30.6025
104225.4268,125,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9587,19,GOOD,30.6089
104225.4784,126,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9470,19,GOOD,29.8667
104225.5025,127,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9416,19,GOOD,30.0514
104225.5333,128,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9348,19,GOOD,30.0818
104225.5657,129,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9278,19,GOOD,30.0095
104225.5960,130,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9213,19,GOOD,30.5549
104225.6297,131,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9142,19,GOOD,30.4700
104225.6597,132,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9080,19,GOOD,30.4506
104225.6917,133,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9015,19,GOOD,30.4480
104225.7401,134,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8917,19,GOOD,29.9867
104225.7681,135,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8862,19,GOOD,30.1150
104225.7988,136,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8802,19,GOOD,30.0269
104225.8286,137,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8745,19,GOOD,30.0855
104225.8597,138,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8686,19,GOOD,30.4549
104225.8907,139,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8628,19,GOOD,30.8494
104225.9373,140,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8542,19,GOOD,30.1237
104225.9677,141,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8487,19,GOOD,30.1478
104225.9954,142,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8437,19,GOOD,30.2124
104226.0314,143,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8373,19,GOOD,30.1412
104226.0590,144,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8325,19,GOOD,30.2088
104226.0914,145,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8270,19,GOOD,30.2194
104226.1221,146,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8218,19,GOOD,30.1944
104226.1537,147,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8165,19,GOOD,30.6812
104226.1877,148,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8108,19,GOOD,30.7121
104226.2197,149,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8056,19,GOOD,30.7807
104226.2563,150,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7997,19,GOOD,30.4582
104226.3030,151,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7923,19,GOOD,29.8939
104226.3272,152,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7885,19,GOOD,30.1272
104226.3583,153,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7837,19,GOOD,30.1895
104226.3949,154,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7781,19,GOOD,29.9573
104226.4219,155,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7741,19,GOOD,30.7344
104226.4525,156,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7695,19,GOOD,30.5268
104226.4845,157,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7648,19,GOOD,30.4888
104226.5129,158,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7607,19,GOOD,30.6194
104226.5601,159,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7539,19,GOOD,30.0786
104226.5924,160,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7494,19,GOOD,30.1259
104226.6225,161,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7451,19,GOOD,30.1203
104226.6558,162,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7406,19,GOOD,30.0804
104226.6885,163,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7361,19,GOOD,30.5801
104226.7149,164,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7326,19,GOOD,30.6291
104226.7466,165,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7283,19,GOOD,30.5976
104226.7783,166,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7241,19,GOOD,30.5363
104226.8311,167,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7173,19,GOOD,29.8543
104226.8617,168,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7134,19,GOOD,29.8640
104226.8896,169,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7098,19,GOOD,30.4526
104226.9217,170,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7058,19,GOOD,30.3982
104226.9528,171,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7020,19,GOOD,30.2893
104226.9837,172,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6982,19,GOOD,30.4525
104227.0105,173,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6949,19,GOOD,30.4787
104227.0586,174,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8615,19,GOOD,29.9841
104227.0888,175,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8570,19,GOOD,29.9991
104227.1192,176,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8526,19,GOOD,30.0377
104227.1522,177,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8478,19,GOOD,30.0684
104227.1802,178,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8438,19,GOOD,30.1936
104227.2107,179,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8395,19,GOOD,30.3849
104227.2427,180,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8350,19,GOOD,30.8604
104227.2808,181,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8297,19,GOOD,30.4089
104227.3090,182,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8258,19,GOOD,30.5045
104227.3575,183,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8193,19,GOOD,30.1262
104227.3856,184,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8155,19,GOOD,30.0949
104227.4197,185,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8110,19,GOOD,29.9832
104227.4498,186,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8071,19,GOOD,30.0416
104227.4829,187,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8028,19,GOOD,29.8945
104227.5095,188,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7994,19,GOOD,30.5464
104227.5434,189,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,19,GOOD,30.4924
104227.5732,190,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7913,19,GOOD,30.5054
104227.6065,191,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7872,19,GOOD,30.5034
104227.6381,192,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7833,19,GOOD,30.5372
104227.6841,193,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7777,19,GOOD,29.9227
104227.7218,194,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7731,19,GOOD,29.7360
104227.7460,195,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7702,19,GOOD,29.9670
104227.7745,196,0.0000,0.0000,25.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7669,19,GOOD,30.7417
